nflId,displayName,max_speed,max_accel,officialPosition
46089,Frank Ragnow,9.107979760000001,11.969973400000002,C
48455,Matt Nelson,9.57597872,13.085970920000001,T
52483,Jonah Jackson,8.981980040000002,11.303974880000002,G
53436,Penei Sewell,10.85397588,11.429974600000001,T
34472,Alex Mack,10.349977,7.217983960000001,C
35443,Trent Williams,8.729980600000001,16.901962440000002,T
42371,Laken Tomlinson,9.46797896,14.90396688,G
45069,Daniel Brunskill,8.747980560000002,10.8899758,G
46078,Mike McGlinchey,9.75597832,8.135981919999999,T
37213,Marcus Cannon,9.071979840000001,9.089979800000002,T
41293,Justin Britt,9.37797916,9.39597912,C
43302,Laremy Tunsil,8.801980440000001,10.529976600000001,T
47806,Tytus Howard,7.721982840000002,11.321974840000001,T
47838,Max Scharping,9.287979360000001,12.40197244,G
41322,Brandon Linder,8.85598032,10.385976920000001,G
41939,Andrew Norwell,9.91797796,11.48397448,G
42410,A.J. Cann,8.945980120000002,7.9919822400000005,G
44846,Cam Robinson,8.243981680000001,8.62198084,T
47818,Jawaan Taylor,8.963980080000002,12.941971240000003,T
46143,Geron Christian,9.107979760000001,12.743971680000001,T
42477,Mark Glowinski,8.729980600000001,11.14197524,G
43307,Ryan Kelly,8.441981240000002,8.40598132,C
44943,Julien Davenport,8.837980360000001,8.009982200000001,T
46075,Quenton Nelson,9.017979960000002,11.55597432,G
46106,Braden Smith,9.161979640000002,7.829982600000001,T
33107,Duane Brown,9.485978919999999,12.90597132,T
41310,Gabe Jackson,9.91797796,9.179979600000001,G
43447,Brandon Shell,9.5399788,13.643969680000003,T
45056,Kyle Fuller (G),10.349977,11.789973800000002,G
52477,Damien Lewis,10.475976720000002,9.91797796,G
44870,Ethan Pocic,9.55797876,6.8399848,C
35472,Rodger Saffold,9.971977840000001,7.883982480000001,G
38629,Ben Jones,9.5399788,12.077973160000003,C
40124,David Quessenberry,9.6299786,13.96796896,G
41237,Taylor Lewan,10.115977520000001,8.081982040000002,T
47865,Nate Davis,9.809978200000002,9.953977880000002,G
37130,Rodney Hudson,9.57597872,7.775982720000002,C
38779,Kelvin Beachum,9.179979600000001,9.50397888,T
39965,Justin Pugh,9.449979,9.68397848,G
42367,D.J. Humphries,10.385976920000001,11.933973480000002,T
52480,Josh Jones,11.087975360000002,8.909980200000001,G
40020,Brian Winters,10.367976960000002,6.94798456,G
42952,Kendall Lamm,8.891980240000002,9.197979560000002,T
43648,Justin Murray,9.269979400000002,8.11798196,T
35462,Bryan Bulaga,7.685982920000001,7.793982680000002,T
40089,Oday Aboushi,8.729980600000001,7.6319830400000015,G
41390,Corey Linsley,10.313977080000003,14.399968000000001,C
41959,Matt Feiler,7.95598232,8.459981200000001,G
53442,Rashawn Slater,9.593978680000001,12.581972040000002,T
41475,Charles Leno,11.55597432,13.013971080000003,T
42348,Brandon Scherff,11.26797496,9.287979360000001,G
42352,Ereck Flowers,9.46797896,8.891980240000002,G
45012,Chase Roullier,10.475976720000002,13.193970680000001,C
53480,Samuel Cosmi,8.459981200000001,17.477961160000003,T
45630,Storm Norton,9.70197844,13.409970200000002,T
40070,J.C. Tretter,8.837980360000001,11.699974000000001,C
41264,Joel Bitonio,10.403976880000002,13.049971000000001,G
43297,Jack Conklin,9.449979,10.727976160000003,T
46235,Wyatt Teller,10.763976080000003,11.663974080000003,G
52418,Jedrick Wills,8.369981400000002,10.96197564,T
43367,Joe Thuney,9.64797856,11.969973400000002,G
46152,Orlando Brown,9.5399788,8.657980760000001,T
52504,Lucas Niang,9.03597992,12.40197244,T
53492,Creed Humphrey,10.367976960000002,11.843973680000001,C
53655,Trey Smith,11.717973960000002,15.281966040000002,G
40416,Christopher Hubbard,8.459981200000001,10.619976400000002,T
42474,Shaquille Mason,9.5399788,14.957966760000003,G
42587,Trenton Brown,6.011986640000001,4.82398928,T
42883,David Andrews,10.349977,8.657980760000001,C
46092,Isaiah Wynn,9.251979440000001,13.337970360000002,T
52590,Michael Onwenu,11.26797496,11.303974880000002,G
42924,Jesse Davis,11.015975520000001,10.475976720000002,T
47861,Michael Deiter,8.153981880000002,7.883982480000001,C
52447,Robert Hunt,10.007977760000001,12.599972000000001,G
52519,Solomon Kindley,8.78398048,6.22798616,G
53471,Liam Eichenberg,8.837980360000001,19.745956120000002,T
52603,Justin Herron,9.7199784,10.223977280000001,T
52783,Yasir Durant,8.49598112,9.84597812,G
40023,Terron Armstead,9.269979400000002,9.03597992,T
42356,Andrus Peat,8.675980720000002,7.577983160000001,G
44844,Ryan Ramczyk,8.58598092,10.943975680000001,T
47831,Erik McCoy,13.139970800000002,12.725971720000002,C
52432,Cesar Ruiz,9.521978840000001,7.253983880000002,G
52666,Calvin Throckmorton,8.297981560000002,10.565976520000001,T
41296,Billy Turner,10.601976440000001,10.81797596,T
44068,Lucas Patrick,11.879973600000001,9.233979480000002,G
47827,Elgton Jenkins,9.449979,9.75597832,G
53491,Josh Myers,10.691976240000002,7.703982880000002,C
53571,Royce Newman,9.57597872,10.9799756,T
41532,James Hurst,8.58598092,10.241977240000002,T
37090,Nate Solder,11.843973680000001,8.981980040000002,T
46103,Will Hernandez,11.951973440000002,11.879973600000001,G
46629,Nick Gates,7.30798376,6.2099862,C
52412,Andrew Thomas,8.747980560000002,10.025977720000002,T
52558,Shane Lemieux,6.19198624,6.2819860400000005,G
38642,Bobby Massie,10.169977400000002,9.233979480000002,T
43384,Graham Glasgow,8.765980520000001,10.547976560000002,G
44832,Garett Bolles,8.459981200000001,11.807973760000001,T
47824,Dalton Risner,12.797971560000002,7.145984120000002,G
52491,Lloyd Cushenberry,10.493976680000001,10.529976600000001,C
52507,Matt Peart,9.521978840000001,10.259977200000002,T
52551,Ben Bredeson,7.361983640000001,9.70197844,G
29550,Jason Peters,8.92798016,11.159975200000002,T
43320,Germain Ifedi,8.657980760000001,9.593978680000001,T
43345,Cody Whitehair,9.269979400000002,13.085970920000001,G
46108,James Daniels,8.891980240000002,11.897973560000002,G
48159,Sam Mustipher,8.963980080000002,8.981980040000002,C
30869,Andrew Whitworth,8.71198064,12.779971600000001,T
42400,Rob Havenstein,9.41397908,13.391970240000003,T
46102,Austin Corbett,11.681974040000002,8.06398208,G
46180,Brian Allen,7.145984120000002,8.675980720000002,C
47952,David Edwards,10.20597732,11.26797496,G
53580,Larry Borom,8.243981680000001,8.1899818,T
45550,Elijah Wilkinson,8.243981680000001,12.113973080000003,T
42598,Denzelle Good,5.52598772,5.903986880000001,G
46084,Kolton Miller,9.41397908,12.47397228,T
48235,Andre James,7.829982600000001,9.899978,C
52517,John Simpson,9.79197824,14.237968360000002,G
53446,Alex Leatherwood,9.37797916,9.665978520000001,T
44972,Jermaine Eluemunor,8.6399808,10.403976880000002,G
38557,Kevin Zeitler,9.935977920000001,10.27797716,G
41222,Alejandro Villanueva,9.449979,10.223977280000001,T
43295,Ronnie Stanley,8.225981720000002,8.873980280000001,T
46284,Bradley Bozeman,10.81797596,10.097977560000002,C
52514,Tyre Phillips,7.6319830400000015,9.233979480000002,G
47906,Ben Powers,9.215979520000001,11.429974600000001,G
48220,Patrick Mekari,10.583976480000002,11.681974040000002,G
46090,Billy Price,9.323979280000001,9.053979880000002,C
42424,John Miller,8.909980200000001,7.757982760000001,G
53499,Brady Christensen,8.837980360000001,9.143979680000001,T
48485,Blake Hance,9.305979320000002,9.935977920000001,G
39947,Eric Fisher,10.83597592,11.717973960000002,T
46275,Matt Pryor,9.107979760000001,9.6299786,T
52589,Netane Muti,8.657980760000001,7.30798376,G
52524,Ben Bartch,8.819980400000002,11.573974280000002,T
52426,Austin Jackson,12.49197224,8.49598112,T
53861,Robert Jones,5.939986800000001,4.1219908400000005,G
53466,Landon Dickerson,12.90597132,12.095973120000002,G
47805,Andre Dillard,11.429974600000001,8.909980200000001,T
46134,Brandon Parker,8.675980720000002,9.41397908,T
42810,B.J. Finney,5.6699874,5.8679869600000005,C
41667,Josh Wells,8.92798016,6.857984760000001,T
41242,Zack Martin,8.71198064,10.673976280000002,G
52938,Terence Steele,10.709976200000002,14.687967360000002,T
47874,Trey Pipkins,5.939986800000001,4.10399088,T
42402,Ty Sambrailo,8.42398128,11.303974880000002,T
46237,Jamarco Jones,9.359979200000001,9.665978520000001,T
53063,Aaron Brewer,8.62198084,8.837980360000001,C
53523,Ben Cleveland,8.47798116,12.365972520000001,G
52894,Trystan Colon,10.439976800000002,7.685982920000001,C
52600,Jon Runyan,9.39597912,9.341979240000002,G
43484,Wes Schweitzer,9.953977880000002,9.071979840000001,G
48512,Ryan Bates,10.187977360000001,6.929984600000001,C
44970,Will Holden,7.23598392,5.291988240000001,T
46267,Reginald McKenzie,5.41798796,5.687987360000001,G
42476,Max Garcia,10.025977720000002,8.17198184,C
44949,Sean Harlow,9.46797896,8.801980440000001,G
53635,Landon Young,2.21399508,2.3039948800000003,T
43337,Jason Spriggs,7.847982560000002,7.253983880000002,T
53475,Jackson Carman,9.521978840000001,8.441981240000002,G
47985,Isaiah Prince,6.965984520000001,11.087975360000002,T
43444,Joe Haeg,7.30798376,6.893984680000001,T
42765,Chris Reed,11.303974880000002,7.811982640000001,G
53527,Quinn Meinerz,8.549981,11.933973480000002,G
54006,Jake Curhan,7.6319830400000015,7.3799836,T
48181,Yosuah Nijman,10.421976840000001,9.70197844,T
48513,Nate Herbig,8.909980200000001,8.26198164,G
41563,Cornelius Lucas,9.125979720000002,7.505983320000001,T
53590,Tommy Doyle,5.8499870000000005,6.011986640000001,T
46679,Evan Brown,7.397983560000002,8.801980440000001,C
42954,Greg Mancz,9.215979520000001,7.0199844,C
52557,Danny Pinter,4.5539898800000005,3.2759927200000005,G
53539,James Hudson,10.943975680000001,9.737978360000001,T
43695,Matt Skura,9.341979240000002,11.62797416,C
46314,Will Clapp,7.703982880000002,6.407985760000001,C
52553,Jack Driscoll,8.47798116,7.397983560000002,T
39146,Mike Remmers,8.297981560000002,9.197979560000002,T
42364,Cedric Ogbuehi,8.909980200000001,8.26198164,T
43821,Jake Brendel,4.21199064,3.72599172,C
53584,Jaylon Moore,8.62198084,8.33398148,T
34457,Andre Smith,8.92798016,8.297981560000002,T
43510,Ted Karras,10.169977400000002,6.605985320000001,C
45346,Jordan Simmons,8.693980680000001,8.20798176,G
41324,Michael Schofield,9.91797796,10.421976840000001,G
52534,Charlie Heck,10.115977520000001,10.079977600000001,T
41069,James Ferentz,10.655976320000002,11.375974720000002,C
47884,Yodny Cajuste,8.099982,6.7499850000000015,T
45030,Corey Levin,6.677985160000001,7.5959831200000005,C
41665,Tyler Shatley,8.531981040000002,7.865982520000002,G
53452,Christian Darrisaw,9.161979640000002,14.381968040000002,T
46852,Aaron Stinnie,7.469983400000002,5.957986760000001,G
53524,Robert Hainsey,5.59798756,6.17398628,T
48158,Alex Bars,8.56798096,9.593978680000001,G
47914,Wes Martin,8.04598212,7.091984240000001,G
46198,Will Richardson,7.685982920000001,7.847982560000002,T
47919,Michael Jordan,8.513981080000002,7.30798376,G
46166,Mason Cole,4.78798936,3.851991440000001,C
53619,Trey Hill,7.667982960000001,8.1899818,C
48085,Fred Johnson,5.993986680000001,4.10399088,T
41630,Justin McCray,9.37797916,7.52398328,C
46158,Joseph Noteboom,8.33398148,7.001984440000001,T
46323,Korey Cunningham,9.809978200000002,6.551985440000001,T
48094,Calvin Anderson,6.713985080000001,6.443985680000001,T
36785,Ty Nsekhe,8.513981080000002,10.81797596,T
44942,David Sharpe,8.009982200000001,9.323979280000001,T
41707,Tyler Larsen,8.513981080000002,10.043977680000001,C
42565,Austin Reiter,7.217983960000001,9.57597872,C
47875,Chuma Edoga,7.9919822400000005,7.559983200000001,T
53482,Dillon Radunz,11.699974000000001,5.615987520000001,T
42569,Bobby Hart,8.49598112,6.569985400000001,T
52635,Lachavious Simmons,7.775982720000002,7.415983520000001,G
53954,Tommy Kraemer,6.371985840000001,6.15598632,G
53994,Ryan McCollum,4.481990040000001,5.291988240000001,C
46376,Coleman Shelton,4.03199104,3.49199224,G
47880,Bobby Evans,5.81398708,5.345988120000001,G
53868,Alaric Jackson,7.541983240000002,6.15598632,T
38681,Senio Kelemete,6.1199864,4.445990120000001,G
52516,Saahdiq Charles,12.38397248,8.693980680000001,T
52564,Keith Ismael,5.6699874,5.687987360000001,C
